2019-12-21T14:29:02
Collection: /var/www/html/odv_data/Dirty_Dataset/Dirty_Dataset.odv

Cruise Label	Variable Label	Sample Count	Total Sample Count
WOD05_35009696	1: Depth	623	623
WOD05_35009696	2: Temperature	609	623
WOD05_35009696	3: Salinity	623	623
WOD05_35009697	1: Depth	622	622
WOD05_35009697	2: Temperature	618	622
WOD05_35009697	3: Salinity	622	622
WOD05_35010035	1: Depth	379	379
WOD05_35010035	5: Phosphate	274	379
WOD05_35010035	6: Silicate	293	379
WOD05_35010035	7: Nitrate	307	379
WOD05_35010035	9: Chlorophyll	133	379
WOD05_35010042	1: Depth	2898	2898
WOD05_35010042	3: Salinity	2315	2898
WOD05_35010042	4: Oxygen	280	2898
WOD05_35010042	7: Nitrate	1232	2898
WOD05_35010042	9: Chlorophyll	768	2898
WOD05_35010047	1: Depth	369	369
WOD05_35010047	3: Salinity	227	369
WOD05_35010047	5: Phosphate	359	369
WOD05_35010047	6: Silicate	347	369
WOD05_35010047	7: Nitrate	349	369
WOD05_35010047	9: Chlorophyll	298	369
WOD05_35010055	1: Depth	46	46
WOD05_35010055	4: Oxygen	21	46
WOD05_35010055	5: Phosphate	22	46
WOD05_35010055	6: Silicate	22	46
WOD05_35010055	7: Nitrate	22	46
WOD05_35010055	9: Chlorophyll	24	46
WOD05_35010058	1: Depth	582	582
WOD05_35010058	2: Temperature	582	582
WOD05_35010058	3: Salinity	582	582
WOD05_35010059	1: Depth	1341	1341
WOD05_35010059	2: Temperature	1338	1341
WOD05_35010059	3: Salinity	1338	1341
WOD05_35010060	1: Depth	1310	1310
WOD05_35010060	2: Temperature	1303	1310
WOD05_35010060	3: Salinity	1260	1310
WOD05_35010061	1: Depth	651	651
WOD05_35010061	2: Temperature	638	651
WOD05_35010061	3: Salinity	621	651
WOD05_35010069	1: Depth	4	4
WOD05_35010069	2: Temperature	4	4
WOD05_35010069	3: Salinity	4	4
WOD05_35010070	1: Depth	21	21
WOD05_35010070	2: Temperature	6	21
WOD05_35010070	3: Salinity	12	21
WOD05_35010070	7: Nitrate	21	21
WOD05_35010071	1: Depth	28	28
WOD05_35010071	2: Temperature	18	28
WOD05_35010071	3: Salinity	22	28
WOD05_35010071	7: Nitrate	19	28
WOD05_35010072	1: Depth	28	28
WOD05_35010072	2: Temperature	18	28
WOD05_35010072	3: Salinity	28	28
WOD05_35010072	7: Nitrate	21	28
WOD05_35010073	1: Depth	28	28
WOD05_35010073	2: Temperature	18	28
WOD05_35010073	3: Salinity	28	28
WOD05_35010073	7: Nitrate	9	28
WOD05_35010103	1: Depth	231	231
WOD05_35010103	5: Phosphate	175	231
WOD05_35010103	6: Silicate	117	231
WOD05_35010103	7: Nitrate	177	231
WOD05_35010103	9: Chlorophyll	102	231
WOD05_35010105	1: Depth	6	6
WOD05_35010105	2: Temperature	6	6
WOD05_35010105	3: Salinity	6	6
WOD05_35010106	1: Depth	6	6
WOD05_35010106	2: Temperature	6	6
WOD05_35010106	3: Salinity	6	6
WOD05_35010107	1: Depth	12	12
WOD05_35010107	2: Temperature	12	12
WOD05_35010107	3: Salinity	12	12
WOD05_35010108	1: Depth	55	55
WOD05_35010108	2: Temperature	55	55
WOD05_35010108	3: Salinity	54	55
WOD05_35010109	1: Depth	561	561
WOD05_35010109	2: Temperature	540	561
WOD05_35010109	3: Salinity	555	561
WOD05_35010113	1: Depth	161	161
WOD05_35010113	5: Phosphate	40	161
WOD05_35010113	6: Silicate	116	161
WOD05_35010113	7: Nitrate	108	161
WOD05_35010113	9: Chlorophyll	96	161
WOD05_35010114	1: Depth	231	231
WOD05_35010114	5: Phosphate	122	231
WOD05_35010114	6: Silicate	203	231
WOD05_35010114	7: Nitrate	183	231
WOD05_35010114	9: Chlorophyll	128	231
WOD05_35010115	1: Depth	163	163
WOD05_35010115	5: Phosphate	148	163
WOD05_35010115	6: Silicate	141	163
WOD05_35010115	7: Nitrate	155	163
WOD05_35010115	9: Chlorophyll	109	163
WOD05_35010117	1: Depth	12	12
WOD05_35010117	9: Chlorophyll	12	12
WOD05_35013997	1: Depth	330	330
WOD05_35013997	2: Temperature	330	330
WOD05_35013997	3: Salinity	325	330
WOD05_35013997	5: Phosphate	328	330
WOD05_35013997	7: Nitrate	327	330
WOD05_35013997	9: Chlorophyll	303	330
WOD05_35014000	1: Depth	274	274
WOD05_35014000	2: Temperature	274	274
WOD05_35014000	3: Salinity	274	274
WOD05_35014000	5: Phosphate	263	274
WOD05_35014000	7: Nitrate	269	274
WOD05_35014000	9: Chlorophyll	250	274
WOD05_35014026	1: Depth	33	33
WOD05_35014026	5: Phosphate	22	33
WOD05_35014026	6: Silicate	22	33
WOD05_35014026	7: Nitrate	22	33
WOD05_35014026	9: Chlorophyll	21	33
WOD05_35014027	1: Depth	34	34
WOD05_35014027	5: Phosphate	30	34
WOD05_35014027	6: Silicate	34	34
WOD05_35014027	7: Nitrate	31	34
WOD05_35014028	1: Depth	24	24
WOD05_35014028	5: Phosphate	22	24
WOD05_35014028	6: Silicate	24	24
WOD05_35014028	7: Nitrate	20	24
WOD05_35014029	1: Depth	224	224
WOD05_35014029	3: Salinity	181	224
WOD05_35014029	5: Phosphate	152	224
WOD05_35014029	6: Silicate	219	224
WOD05_35014029	7: Nitrate	210	224
WOD05_35014029	9: Chlorophyll	185	224
WOD05_35014030	1: Depth	20	20
WOD05_35014030	5: Phosphate	19	20
WOD05_35014030	6: Silicate	20	20
WOD05_35014030	7: Nitrate	16	20
WOD05_35014032	1: Depth	20	20
WOD05_35014032	5: Phosphate	20	20
WOD05_35014032	6: Silicate	20	20
WOD05_35014032	7: Nitrate	17	20
WOD05_35014033	1: Depth	49	49
WOD05_35014033	2: Temperature	18	49
WOD05_35014033	3: Salinity	28	49
WOD05_35014033	5: Phosphate	20	49
WOD05_35014033	6: Silicate	21	49
WOD05_35014033	7: Nitrate	39	49
WOD05_35014034	1: Depth	22	22
WOD05_35014034	4: Oxygen	20	22
WOD05_35014034	5: Phosphate	22	22
WOD05_35014034	6: Silicate	22	22
WOD05_35014034	7: Nitrate	22	22
WOD05_35014035	1: Depth	22	22
WOD05_35014035	4: Oxygen	22	22
WOD05_35014035	5: Phosphate	21	22
WOD05_35014035	6: Silicate	21	22
WOD05_35014035	7: Nitrate	21	22
WOD05_35014035	9: Chlorophyll	12	22
WOD05_35014036	1: Depth	21	21
WOD05_35014036	4: Oxygen	20	21
WOD05_35014036	5: Phosphate	21	21
WOD05_35014036	6: Silicate	21	21
WOD05_35014036	7: Nitrate	21	21
WOD05_35014036	9: Chlorophyll	12	21
WOD05_35014037	1: Depth	22	22
WOD05_35014037	4: Oxygen	21	22
WOD05_35014037	5: Phosphate	22	22
WOD05_35014037	6: Silicate	22	22
WOD05_35014037	7: Nitrate	22	22
WOD05_35014037	9: Chlorophyll	12	22
WOD05_35014038	1: Depth	44	44
WOD05_35014038	4: Oxygen	22	44
WOD05_35014038	5: Phosphate	22	44
WOD05_35014038	6: Silicate	22	44
WOD05_35014038	7: Nitrate	22	44
WOD05_35014038	9: Chlorophyll	12	44
WOD05_35014039	1: Depth	33	33
WOD05_35014039	4: Oxygen	21	33
WOD05_35014039	5: Phosphate	12	33
WOD05_35014039	6: Silicate	12	33
WOD05_35014039	7: Nitrate	12	33
WOD05_35014039	9: Chlorophyll	12	33
WOD05_35014040	1: Depth	24	24
WOD05_35014040	4: Oxygen	12	24
WOD05_35014040	5: Phosphate	12	24
WOD05_35014040	6: Silicate	12	24
WOD05_35014040	7: Nitrate	12	24
WOD05_35014040	9: Chlorophyll	12	24
WOD05_35014041	1: Depth	39	39
WOD05_35014041	4: Oxygen	18	39
WOD05_35014041	6: Silicate	21	39
WOD05_35014041	7: Nitrate	21	39
WOD05_35014041	9: Chlorophyll	12	39
WOD05_35014042	1: Depth	23	23
WOD05_35014042	4: Oxygen	20	23
WOD05_35014042	5: Phosphate	11	23
WOD05_35014042	6: Silicate	11	23
WOD05_35014042	7: Nitrate	11	23
WOD05_35014042	9: Chlorophyll	12	23
WOD05_35014043	1: Depth	33	33
WOD05_35014043	4: Oxygen	21	33
WOD05_35014043	5: Phosphate	33	33
WOD05_35014043	6: Silicate	33	33
WOD05_35014043	7: Nitrate	33	33
WOD05_35014043	9: Chlorophyll	12	33
WOD05_35014044	1: Depth	32	32
WOD05_35014044	4: Oxygen	21	32
WOD05_35014044	6: Silicate	22	32
WOD05_35014044	7: Nitrate	22	32
WOD05_35014044	9: Chlorophyll	22	32
WOD05_35014045	1: Depth	21	21
WOD05_35014045	4: Oxygen	21	21
WOD05_35014045	5: Phosphate	18	21
WOD05_35014045	6: Silicate	21	21
WOD05_35014045	7: Nitrate	21	21
WOD05_35014045	9: Chlorophyll	12	21
WOD05_35014046	1: Depth	22	22
WOD05_35014046	4: Oxygen	21	22
WOD05_35014046	5: Phosphate	22	22
WOD05_35014046	6: Silicate	22	22
WOD05_35014046	7: Nitrate	22	22
WOD05_35014046	9: Chlorophyll	12	22
WOD05_35014047	1: Depth	22	22
WOD05_35014047	4: Oxygen	22	22
WOD05_35014047	5: Phosphate	4	22
WOD05_35014047	6: Silicate	22	22
WOD05_35014047	7: Nitrate	22	22
WOD05_35014047	9: Chlorophyll	12	22
WOD05_35014048	1: Depth	22	22
WOD05_35014048	6: Silicate	22	22
WOD05_35014048	7: Nitrate	22	22
WOD05_35014048	9: Chlorophyll	12	22
WOD05_35014049	1: Depth	34	34
WOD05_35014049	4: Oxygen	22	34
WOD05_35014049	5: Phosphate	21	34
WOD05_35014049	6: Silicate	22	34
WOD05_35014049	7: Nitrate	22	34
WOD05_35014049	9: Chlorophyll	24	34
WOD05_35014050	1: Depth	20	20
WOD05_35014050	4: Oxygen	20	20
WOD05_35014050	5: Phosphate	20	20
WOD05_35014050	6: Silicate	20	20
WOD05_35014050	7: Nitrate	20	20
WOD05_35014050	9: Chlorophyll	12	20
WOD05_35014051	1: Depth	21	21
WOD05_35014051	4: Oxygen	21	21
WOD05_35014051	7: Nitrate	21	21
WOD05_35014051	9: Chlorophyll	12	21
WOD05_35014052	1: Depth	22	22
WOD05_35014052	6: Silicate	21	22
WOD05_35014052	7: Nitrate	22	22
WOD05_35014052	9: Chlorophyll	12	22
WOD05_35014053	1: Depth	34	34
WOD05_35014053	4: Oxygen	22	34
WOD05_35014053	5: Phosphate	22	34
WOD05_35014053	6: Silicate	22	34
WOD05_35014053	7: Nitrate	22	34
WOD05_35014053	9: Chlorophyll	12	34
WOD05_35014061	1: Depth	44	44
WOD05_35014061	2: Temperature	44	44
WOD05_35014061	3: Salinity	44	44
WOD05_35014061	4: Oxygen	24	44
WOD05_35014061	5: Phosphate	44	44
WOD05_35014061	7: Nitrate	44	44
WOD05_35014061	9: Chlorophyll	18	44
WOD05_35014062	1: Depth	375	375
WOD05_35014062	2: Temperature	352	375
WOD05_35014062	3: Salinity	352	375
WOD05_35014062	4: Oxygen	352	375
WOD05_35014062	5: Phosphate	374	375
WOD05_35014062	7: Nitrate	374	375
WOD05_35014062	9: Chlorophyll	315	375
WOD05_35014066	1: Depth	35	35
WOD05_35014066	2: Temperature	35	35
WOD05_35014066	3: Salinity	35	35
WOD05_35014066	5: Phosphate	35	35
WOD05_35014066	7: Nitrate	35	35
WOD05_35014066	9: Chlorophyll	32	35
WOD05_35014069	1: Depth	12	12
WOD05_35014069	2: Temperature	12	12
WOD05_35014069	3: Salinity	12	12
WOD05_35014069	5: Phosphate	12	12
WOD05_35014069	7: Nitrate	12	12
WOD05_35014069	9: Chlorophyll	12	12
WOD05_35014072	1: Depth	12	12
WOD05_35014072	2: Temperature	12	12
WOD05_35014072	3: Salinity	12	12
WOD05_35014072	5: Phosphate	12	12
WOD05_35014072	7: Nitrate	12	12
WOD05_35014072	9: Chlorophyll	12	12
WOD05_35014075	1: Depth	12	12
WOD05_35014075	2: Temperature	12	12
WOD05_35014075	3: Salinity	12	12
WOD05_35014075	5: Phosphate	12	12
WOD05_35014075	7: Nitrate	12	12
WOD05_35014075	9: Chlorophyll	12	12
WOD05_35014076	1: Depth	11	11
WOD05_35014076	2: Temperature	11	11
WOD05_35014076	3: Salinity	11	11
WOD05_35014076	5: Phosphate	11	11
WOD05_35014076	7: Nitrate	11	11
WOD05_35014076	9: Chlorophyll	11	11
WOD05_35014077	1: Depth	12	12
WOD05_35014077	2: Temperature	12	12
WOD05_35014077	3: Salinity	12	12
WOD05_35014077	5: Phosphate	12	12
WOD05_35014077	7: Nitrate	12	12
WOD05_35014077	9: Chlorophyll	12	12
WOD05_35014079	1: Depth	12	12
WOD05_35014079	2: Temperature	12	12
WOD05_35014079	3: Salinity	12	12
WOD05_35014079	5: Phosphate	12	12
WOD05_35014079	7: Nitrate	12	12
WOD05_35014079	9: Chlorophyll	12	12
WOD05_35014080	1: Depth	181	181
WOD05_35014080	3: Salinity	127	181
WOD05_35014080	5: Phosphate	53	181
WOD05_35014080	7: Nitrate	55	181
WOD05_35014080	9: Chlorophyll	181	181
WOD05_35014082	1: Depth	53	53
WOD05_35014082	3: Salinity	30	53
WOD05_35014082	5: Phosphate	30	53
WOD05_35014082	7: Nitrate	30	53
WOD05_35014082	9: Chlorophyll	53	53
WOD05_35014084	1: Depth	12	12
WOD05_35014084	2: Temperature	12	12
WOD05_35014084	3: Salinity	12	12
WOD05_35014084	5: Phosphate	12	12
WOD05_35014084	7: Nitrate	12	12
WOD05_35014084	9: Chlorophyll	12	12
WOD05_35014087	1: Depth	12	12
WOD05_35014087	2: Temperature	12	12
WOD05_35014087	3: Salinity	12	12
WOD05_35014087	5: Phosphate	11	12
WOD05_35014087	7: Nitrate	11	12
WOD05_35014087	9: Chlorophyll	11	12
WOD05_35014092	1: Depth	12	12
WOD05_35014092	2: Temperature	12	12
WOD05_35014092	3: Salinity	12	12
WOD05_35014092	5: Phosphate	12	12
WOD05_35014092	7: Nitrate	12	12
WOD05_35014092	9: Chlorophyll	12	12
WOD05_35014093	1: Depth	36	36
WOD05_35014093	2: Temperature	36	36
WOD05_35014093	3: Salinity	36	36
WOD05_35014093	5: Phosphate	27	36
WOD05_35014093	7: Nitrate	27	36
WOD05_35014093	9: Chlorophyll	21	36
WOD05_35014094	1: Depth	12	12
WOD05_35014094	2: Temperature	12	12
WOD05_35014094	3: Salinity	12	12
WOD05_35014094	5: Phosphate	11	12
WOD05_35014094	7: Nitrate	11	12
WOD05_35014094	9: Chlorophyll	11	12
WOD05_35014095	1: Depth	12	12
WOD05_35014095	2: Temperature	12	12
WOD05_35014095	3: Salinity	12	12
WOD05_35014095	5: Phosphate	12	12
WOD05_35014095	7: Nitrate	12	12
WOD05_35014095	9: Chlorophyll	12	12
WOD05_35014096	1: Depth	12	12
WOD05_35014096	2: Temperature	12	12
WOD05_35014096	3: Salinity	12	12
WOD05_35014096	5: Phosphate	12	12
WOD05_35014096	7: Nitrate	12	12
WOD05_35014096	9: Chlorophyll	12	12
WOD05_35014097	1: Depth	12	12
WOD05_35014097	2: Temperature	12	12
WOD05_35014097	3: Salinity	12	12
WOD05_35014097	5: Phosphate	12	12
WOD05_35014097	7: Nitrate	12	12
WOD05_35014097	9: Chlorophyll	12	12
WOD05_35014099	1: Depth	12	12
WOD05_35014099	2: Temperature	12	12
WOD05_35014099	3: Salinity	12	12
WOD05_35014099	5: Phosphate	12	12
WOD05_35014099	7: Nitrate	12	12
WOD05_35014099	9: Chlorophyll	12	12
WOD05_35014119	1: Depth	167	167
WOD05_35014119	3: Salinity	59	167
WOD05_35014119	5: Phosphate	65	167
WOD05_35014119	7: Nitrate	65	167
WOD05_35014119	9: Chlorophyll	102	167
WOD05_35014127	1: Depth	233	233
WOD05_35014127	3: Salinity	232	233
WOD05_35014127	5: Phosphate	107	233
WOD05_35014127	7: Nitrate	107	233
WOD05_35014127	9: Chlorophyll	59	233
WOD05_35014344	1: Depth	63	63
WOD05_35014344	2: Temperature	63	63
WOD05_35014344	3: Salinity	63	63
WOD05_35014344	4: Oxygen	63	63
WOD05_35014386	1: Depth	1231	1231
WOD05_35014386	2: Temperature	1199	1231
WOD05_35014386	3: Salinity	1109	1231
WOD05_35014389	1: Depth	1068	1068
WOD05_35014389	2: Temperature	1068	1068
WOD05_35014389	3: Salinity	1045	1068
WOD05_35014533	1: Depth	43	43
WOD05_35014533	2: Temperature	43	43
WOD05_35014533	3: Salinity	43	43
WOD05_35014533	4: Oxygen	43	43
WOD05_35014534	1: Depth	54	54
WOD05_35014534	2: Temperature	54	54
WOD05_35014534	3: Salinity	54	54
WOD05_35014534	4: Oxygen	54	54
WOD05_35014538	1: Depth	31	31
WOD05_35014538	2: Temperature	31	31
WOD05_35014538	3: Salinity	31	31
WOD05_35014538	4: Oxygen	31	31
WOD05_35014539	1: Depth	45	45
WOD05_35014539	2: Temperature	45	45
WOD05_35014539	3: Salinity	45	45
WOD05_35014539	4: Oxygen	45	45
WOD05_35014542	1: Depth	26	26
WOD05_35014542	2: Temperature	26	26
WOD05_35014542	3: Salinity	26	26
WOD05_35014542	4: Oxygen	26	26
WOD05_35014543	1: Depth	46	46
WOD05_35014543	2: Temperature	46	46
WOD05_35014543	3: Salinity	46	46
WOD05_35014543	4: Oxygen	46	46
WOD05_35014571	1: Depth	47	47
WOD05_35014571	2: Temperature	47	47
WOD05_35014571	3: Salinity	47	47
WOD05_35014571	4: Oxygen	47	47
WOD05_35014572	1: Depth	38	38
WOD05_35014572	2: Temperature	38	38
WOD05_35014572	3: Salinity	38	38
WOD05_35014572	4: Oxygen	38	38
WOD05_35014573	1: Depth	12	12
WOD05_35014573	2: Temperature	12	12
WOD05_35014573	3: Salinity	12	12
WOD05_35014573	4: Oxygen	12	12
WOD05_35014574	1: Depth	31	31
WOD05_35014574	2: Temperature	31	31
WOD05_35014574	3: Salinity	31	31
WOD05_35014574	4: Oxygen	31	31
WOD05_35014642	1: Depth	783	783
WOD05_35014642	2: Temperature	783	783
WOD05_35014642	3: Salinity	783	783
WOD05_35014642	4: Oxygen	783	783
WOD05_35014648	1: Depth	34	34
WOD05_35014648	3: Salinity	34	34
WOD05_35014648	5: Phosphate	13	34
WOD05_35014648	7: Nitrate	10	34
WOD05_35014776	1: Depth	144	144
WOD05_35014776	3: Salinity	144	144
WOD05_35014776	5: Phosphate	134	144
WOD05_35014776	6: Silicate	141	144
WOD05_35014776	7: Nitrate	141	144
WOD05_35014776	9: Chlorophyll	143	144
WOD05_35014778	1: Depth	323	323
WOD05_35014778	2: Temperature	35	323
WOD05_35014778	3: Salinity	323	323
WOD05_35014778	5: Phosphate	276	323
WOD05_35014778	7: Nitrate	261	323
WOD05_35014778	9: Chlorophyll	321	323
WOD05_35014780	1: Depth	306	306
WOD05_35014780	3: Salinity	306	306
WOD05_35014780	5: Phosphate	180	306
WOD05_35014780	7: Nitrate	180	306
WOD05_35014780	9: Chlorophyll	180	306
WOD05_35014786	1: Depth	28	28
WOD05_35014786	2: Temperature	28	28
WOD05_35014786	3: Salinity	28	28
WOD05_35014786	4: Oxygen	28	28
WOD05_35014787	1: Depth	22	22
WOD05_35014787	2: Temperature	22	22
WOD05_35014787	3: Salinity	22	22
WOD05_35014787	4: Oxygen	22	22
WOD05_35014788	1: Depth	22	22
WOD05_35014788	2: Temperature	22	22
WOD05_35014788	3: Salinity	22	22
WOD05_35014788	4: Oxygen	22	22
WOD05_35014789	1: Depth	11	11
WOD05_35014789	2: Temperature	11	11
WOD05_35014789	3: Salinity	11	11
WOD05_35014789	4: Oxygen	11	11
WOD05_48000011	1: Depth	40	40
WOD05_48000011	2: Temperature	40	40
WOD05_48000011	3: Salinity	39	40
WOD05_48000011	4: Oxygen	31	40
WOD05_48000013	1: Depth	41	41
WOD05_48000013	2: Temperature	41	41
WOD05_48000013	3: Salinity	40	41
WOD05_48000013	4: Oxygen	22	41
WOD05_48000032	1: Depth	267	267
WOD05_48000032	2: Temperature	264	267
WOD05_48000032	3: Salinity	264	267
WOD05_48000032	4: Oxygen	117	267
WOD05_48000036	1: Depth	53	53
WOD05_48000036	2: Temperature	53	53
WOD05_48000036	3: Salinity	53	53
WOD05_48000036	4: Oxygen	39	53
WOD05_48000860	1: Depth	16	16
WOD05_48000860	2: Temperature	16	16
WOD05_48000860	3: Salinity	16	16
WOD05_48000926	1: Depth	18	18
WOD05_48000926	2: Temperature	18	18
WOD05_48000926	3: Salinity	18	18
WOD05_48000926	4: Oxygen	4	18
WOD05_48000928	1: Depth	10	10
WOD05_48000928	2: Temperature	10	10
WOD05_48000928	3: Salinity	10	10
WOD05_48000928	4: Oxygen	6	10
WOD05_48000949	1: Depth	27	27
WOD05_48000949	2: Temperature	27	27
WOD05_48000949	3: Salinity	26	27
WOD05_48000949	4: Oxygen	23	27
WOD05_48000952	1: Depth	5	5
WOD05_48000952	2: Temperature	5	5
WOD05_48000952	3: Salinity	5	5
WOD05_48000970	1: Depth	62	62
WOD05_48000970	2: Temperature	62	62
WOD05_48000970	3: Salinity	62	62
WOD05_48000970	4: Oxygen	50	62
WOD05_48001076	1: Depth	2129	2129
WOD05_48001076	2: Temperature	2127	2129
WOD05_48001076	3: Salinity	2121	2129
WOD05_48001077	1: Depth	115	115
WOD05_48001077	2: Temperature	112	115
WOD05_48001077	3: Salinity	113	115
WOD05_48001233	1: Depth	359	359
WOD05_48001233	2: Temperature	359	359
WOD05_48001233	3: Salinity	356	359
WOD05_48001233	4: Oxygen	96	359
WOD05_48001235	1: Depth	108	108
WOD05_48001235	2: Temperature	108	108
WOD05_48001235	3: Salinity	107	108
WOD05_48001235	4: Oxygen	40	108
WOD05_48001236	1: Depth	8	8
WOD05_48001236	2: Temperature	8	8
WOD05_48001236	3: Salinity	8	8
WOD05_48001241	1: Depth	66	66
WOD05_48001241	2: Temperature	66	66
WOD05_48001241	3: Salinity	66	66
WOD05_48001241	4: Oxygen	17	66
WOD05_48001245	1: Depth	108	108
WOD05_48001245	2: Temperature	108	108
WOD05_48001245	3: Salinity	108	108
WOD05_48001245	4: Oxygen	62	108
WOD05_48001247	1: Depth	73	73
WOD05_48001247	2: Temperature	73	73
WOD05_48001247	3: Salinity	73	73
WOD05_48001247	4: Oxygen	29	73
WOD05_48001252	1: Depth	114	114
WOD05_48001252	2: Temperature	114	114
WOD05_48001252	3: Salinity	114	114
WOD05_48001252	4: Oxygen	59	114
WOD05_48001257	1: Depth	96	96
WOD05_48001257	2: Temperature	96	96
WOD05_48001257	3: Salinity	96	96
WOD05_48001257	4: Oxygen	55	96
WOD05_48001279	1: Depth	1278	1278
WOD05_48001279	2: Temperature	1269	1278
WOD05_48001279	3: Salinity	1128	1278
WOD05_48001283	1: Depth	640	640
WOD05_48001283	2: Temperature	639	640
WOD05_48001283	3: Salinity	631	640
WOD05_48001284	1: Depth	2252	2252
WOD05_48001284	2: Temperature	2244	2252
WOD05_48001284	3: Salinity	2245	2252
WOD05_48001285	1: Depth	134	134
WOD05_48001285	2: Temperature	134	134
WOD05_48001285	3: Salinity	133	134
WOD05_48001287	1: Depth	157	157
WOD05_48001287	2: Temperature	157	157
WOD05_48001287	3: Salinity	157	157
WOD05_48001292	1: Depth	82	82
WOD05_48001292	2: Temperature	81	82
WOD05_48001292	3: Salinity	82	82
WOD05_48001293	1: Depth	23	23
WOD05_48001293	2: Temperature	23	23
WOD05_48001294	1: Depth	8	8
WOD05_48001294	2: Temperature	8	8
WOD05_48001294	3: Salinity	8	8
WOD05_48001296	1: Depth	140	140
WOD05_48001296	2: Temperature	140	140
WOD05_48001296	3: Salinity	137	140
WOD05_48001297	1: Depth	107	107
WOD05_48001297	2: Temperature	106	107
WOD05_48001297	3: Salinity	107	107
WOD05_48001504	1: Depth	408	408
WOD05_48001504	2: Temperature	402	408
WOD05_48001504	3: Salinity	401	408
WOD05_48001504	4: Oxygen	239	408
WOD05_48001510	1: Depth	3	3
WOD05_48001510	2: Temperature	3	3
WOD05_48001510	3: Salinity	3	3
WOD05_64001131	1: Depth	3287	3287
WOD05_64001131	2: Temperature	3287	3287
WOD05_64001131	3: Salinity	3287	3287
WOD05_74009657	1: Depth	83	83
WOD05_74009657	2: Temperature	83	83
WOD05_74009657	3: Salinity	83	83
WOD05_74009658	1: Depth	22	22
WOD05_74009658	2: Temperature	22	22
WOD05_74009658	3: Salinity	22	22
WOD05_74009659	1: Depth	823	823
WOD05_74009659	2: Temperature	823	823
WOD05_74009659	3: Salinity	823	823
WOD05_74009895	1: Depth	6082	6082
WOD05_74009895	2: Temperature	6082	6082
WOD05_74009895	3: Salinity	6082	6082
WOD05_74009896	1: Depth	1576	1576
WOD05_74009896	2: Temperature	1576	1576
WOD05_74009896	3: Salinity	1576	1576
WOD05_74010514	1: Depth	3156	3156
WOD05_74010514	2: Temperature	3082	3156
WOD05_74010514	3: Salinity	3082	3156
WOD05_74010514	4: Oxygen	1030	3156
WOD05_74010514	5: Phosphate	188	3156
WOD05_74010514	6: Silicate	128	3156
WOD05_74010546	1: Depth	17	17
WOD05_74010546	2: Temperature	17	17
WOD05_74010546	3: Salinity	17	17
WOD05_74010547	1: Depth	199	199
WOD05_74010547	2: Temperature	197	199
WOD05_74010547	3: Salinity	195	199
WOD05_74010548	1: Depth	143	143
WOD05_74010548	2: Temperature	143	143
WOD05_74010548	3: Salinity	143	143
WOD05_74010549	1: Depth	221	221
WOD05_74010549	2: Temperature	221	221
WOD05_74010549	3: Salinity	218	221
WOD05_74010550	1: Depth	224	224
WOD05_74010550	2: Temperature	222	224
WOD05_74010550	3: Salinity	223	224
WOD05_74010551	1: Depth	714	714
WOD05_74010551	2: Temperature	714	714
WOD05_74010551	3: Salinity	714	714
WOD05_74010552	1: Depth	777	777
WOD05_74010552	2: Temperature	776	777
WOD05_74010552	3: Salinity	775	777
WOD05_74010553	1: Depth	565	565
WOD05_74010553	2: Temperature	565	565
WOD05_74010553	3: Salinity	563	565
WOD05_74010555	1: Depth	347	347
WOD05_74010555	2: Temperature	347	347
WOD05_74010555	3: Salinity	347	347
WOD05_74010556	1: Depth	58	58
WOD05_74010556	2: Temperature	58	58
WOD05_74010556	3: Salinity	58	58
WOD05_90000270	1: Depth	461	461
WOD05_90000270	2: Temperature	461	461
WOD05_90000270	3: Salinity	447	461
WOD05_90000270	4: Oxygen	186	461
WOD05_90000270	5: Phosphate	186	461
WOD05_90000270	8: pH	398	461
WOD05_90000274	1: Depth	52	52
WOD05_90000274	2: Temperature	52	52
WOD05_90000274	3: Salinity	52	52
WOD05_90000385	1: Depth	10	10
WOD05_90000385	2: Temperature	10	10
WOD05_90000385	3: Salinity	10	10
WOD05_90000385	4: Oxygen	10	10
WOD05_90000385	5: Phosphate	10	10
WOD05_90000385	8: pH	10	10
WOD05_90000491	1: Depth	36	36
WOD05_90000491	2: Temperature	35	36
WOD05_90000491	3: Salinity	36	36
WOD05_90000491	4: Oxygen	34	36
WOD05_90000491	5: Phosphate	35	36
WOD05_90000491	8: pH	34	36
WOD05_90000497	1: Depth	26	26
WOD05_90000497	2: Temperature	26	26
WOD05_90000497	3: Salinity	26	26
WOD05_90000497	4: Oxygen	26	26
WOD05_90000497	5: Phosphate	23	26
WOD05_90000497	8: pH	26	26
WOD05_90000520	1: Depth	39	39
WOD05_90000520	2: Temperature	39	39
WOD05_90000520	3: Salinity	39	39
WOD05_90000520	4: Oxygen	13	39
WOD05_90000526	1: Depth	25	25
WOD05_90000526	2: Temperature	25	25
WOD05_90000526	3: Salinity	25	25
WOD05_90000528	1: Depth	33	33
WOD05_90000528	2: Temperature	33	33
WOD05_90000528	3: Salinity	33	33
WOD05_90000528	4: Oxygen	13	33
WOD05_90000528	5: Phosphate	13	33
WOD05_90000528	8: pH	13	33
WOD05_90000533	1: Depth	49	49
WOD05_90000533	2: Temperature	49	49
WOD05_90000533	3: Salinity	49	49
WOD05_90000533	4: Oxygen	13	49
